"Time / ps","DonorIdx","AccptIdx","PHT / eV","PHT_EHT / eV"
3250.0,39,40,0.006211825119768,0.012286419339821478
3300.0,39,106,-0.2319950036467503,0.010231150606520002
3300.0,39,40,-0.0278649705309478,0.015210335097879956
3350.0,39,106,-0.1690928239037089,-0.005846437134824257
3350.0,39,40,-0.0210654706701388,-0.007745990349542093
3400.0,39,106,0.2082737920695167,-0.012362407532501726
3400.0,39,40,0.0442813376579935,0.011211305228053803
3450.0,39,106,0.1952775509041861,-0.010768394097542999
3450.0,39,40,-0.0131682565686631,0.0018151252046804765
3500.0,39,106,-0.163422354300542,-0.01207663803618659
3500.0,39,40,-0.0169013954358889,0.0005049457782320638
3550.0,39,106,-0.1229548672231566,0.014081447385513698
3550.0,39,40,0.0082890576208226,0.014872004267713925
3600.0,39,106,-0.1462778737274923,-0.010200323294355332
3600.0,39,40,0.0505527501083222,0.011348073205766637
3650.0,39,106,0.072607500927586,0.018151942413295447
3650.0,39,40,-0.0515258088735404,-0.011552575194442298
3700.0,39,106,0.1438567767217524,0.015972095609409372
3700.0,39,40,0.037239666443565,0.009131322349627099
3750.0,39,106,0.1450924613708297,0.004086400879280054
3750.0,39,40,0.0104704587621509,0.00573352917386224
3800.0,39,106,0.2001235956146741,-0.011955902393445895
3800.0,39,40,0.0202314812926755,0.011359472884342343
3850.0,39,106,-0.1716891928899646,0.0017653918766091323
3850.0,39,40,-0.043521249422683,0.011777292470791656
3900.0,39,106,-0.2195113642479158,-0.006064313545793257
3900.0,39,40,-0.0039409880141058,-0.013012039530192036
3950.0,39,106,-0.1538069346597494,-0.0038740995904476883
3950.0,39,40,0.0546717396979358,0.014935451486807845
4000.0,39,106,0.2064732773517928,0.011694520619475653
4000.0,39,40,0.0141306208109042,0.007523682506722166
4050.0,39,106,-0.2026172343081362,-0.009395432745455252
4050.0,39,40,0.0364632600766082,-0.00708463486094754
4100.0,39,106,0.1096470098255575,0.0104062479180102
4100.0,39,40,0.0482978447550013,-0.022924205612217263
4150.0,39,106,0.1223543294643574,-0.008207310393905484
4150.0,39,40,0.0423400450493232,-0.014275319865523207
4200.0,39,106,-0.1423227784324776,-0.007215835871948965
4200.0,39,40,-0.0398846539753374,0.018173674637752334
4250.0,39,106,0.1808940284151494,-0.0074579791246568855
4250.0,39,40,-0.0105146737190683,0.00709104535871404
4300.0,39,106,0.1248563193224595,0.013367182148791753
4300.0,39,40,0.0060493894992965,-0.0006783813117113505
4350.0,39,106,0.1575894933637983,0.011964549557638598
4350.0,39,40,-0.047766194343543,-0.013707290986015237
4400.0,39,106,0.2347482897802965,0.005358702901398564
4400.0,39,40,0.0072649608824467,-0.0033796470988593035
4450.0,39,106,-0.207059440399951,-0.01002965985198789
4450.0,39,40,-0.0237799804471409,0.006532772281175232
4500.0,39,106,-0.1405303540421825,0.011413715068067749
4500.0,39,40,-0.0185507079106083,-0.01044256944876026
4550.0,39,106,0.1541820930365897,-0.01508216542706092
4550.0,39,40,0.0014004345152709,0.01246051585462515
4600.0,39,106,0.1289767881903496,-0.009438170143937349
4600.0,39,40,0.0053356958651734,0.00935857932921418
4650.0,39,106,-0.1634861575743261,-0.007919535341312789
4650.0,39,40,0.010670485653952,-0.007224736687764647
4700.0,39,106,0.1659214257553458,-0.009427798195292004
4700.0,39,40,-0.0258043108318135,-0.0138464407343328
4750.0,39,106,0.2067433420471393,-0.010265427945343557
4750.0,39,40,0.0528921536226822,-0.014775424750300458
4800.0,39,106,0.1610886455942086,0.0058830450094706395
4800.0,39,40,-0.0226581281030152,0.0039085233255511725
4850.0,39,106,-0.1373994305339829,0.011847275970576051
4850.0,39,40,0.0191597663925565,0.010575032519989074
4900.0,39,106,-0.1580650892814373,0.014151606351246045
4900.0,39,40,0.0436730641577418,0.01656849588845386
4950.0,39,106,-0.1126598532582597,-0.00801065570153407
4950.0,39,40,0.0289084133224192,0.010457053673598076
5000.0,39,106,-0.1710836005664344,0.010769363025840263
5000.0,39,40,0.0336987982705709,0.010765540053829153
5050.0,39,106,-0.1461991913816122,-0.0118210442402939
5050.0,39,40,0.0363860510527202,0.011859333704670908
5100.0,39,106,0.1027982792662583,0.009138872585407274
5100.0,39,40,0.0309482627699211,-0.0003113624010502029
5150.0,39,106,-0.0835733651614684,0.014841642761032496
5150.0,39,40,-0.0113004763273498,-0.012144764945195693
5200.0,39,106,-0.1728493784260709,-0.015783337712535615
5200.0,39,40,0.0268828782621372,0.0040032747744512725
5250.0,39,106,-0.1383651396382463,0.007911163558154645
5250.0,39,40,-0.0239590192725082,-0.011910051634406404
5300.0,39,106,-0.1341258051151489,0.007205922850190258
5300.0,39,40,-0.0291634869337465,-0.011829961494405064
5350.0,39,106,-0.1880205250950521,0.010644377388497777
5350.0,39,40,0.0132413873511484,0.012422453769421362
5400.0,39,106,0.1550041938919723,0.012814232604842126
5400.0,39,40,0.011513265809548,-0.005346718690685746
5450.0,39,106,-0.1613045760890672,-0.008948107772840943
5450.0,39,40,-0.0110429348907904,-0.023116250866184743
5500.0,39,106,-0.1729371625237102,0.008093538524596752
5500.0,39,40,0.0404805085046228,0.004816150505794211
5550.0,39,106,-0.1323361293201634,0.01760734005573288
5550.0,39,40,0.0169380931280798,-0.011095952674869285
5600.0,39,106,-0.2066011869962308,0.008822180940354916
5600.0,39,40,-0.0154624777033817,-0.006966748722178728
5650.0,39,106,-0.1232598987967767,0.006654707875628933
5650.0,39,40,0.0199356257356351,-0.005227999335085131
5700.0,39,106,-0.1798393616535577,0.005856511016201417
5700.0,39,40,-0.0057486649643558,-0.00038893408817422363
5750.0,39,106,0.0638137541860272,0.02146423250797747
5750.0,39,40,-0.0210154546992039,-0.01847322371392729
5800.0,39,106,0.1645143969047091,-0.016469668413148755
5800.0,39,40,-0.0444965888753734,0.005628026014135764
5850.0,39,106,-0.176378037650947,-0.006360984028454473
5850.0,39,40,-0.004103302533202,0.01055797937389059
5900.0,39,106,-0.1389830736196401,-0.008664653157674588
5900.0,39,40,-0.0080132501751725,-0.008368107790075258
5950.0,39,106,0.1845720710896684,0.00631870454641225
5950.0,39,40,0.022786220577318,-0.005883480348040133
6000.0,39,106,-0.1935816328422108,-0.012173636094135763
6000.0,39,40,-0.0094233030321042,0.011393573385290586
6050.0,39,106,-0.1876732683448216,0.009591563559400934
6050.0,39,40,-0.0004580271180822,0.006770235021571961
6100.0,39,106,0.256328714298531,-0.0025105507655441674
6100.0,39,40,-0.0281231470101576,-0.00996131186050237
6150.0,39,106,-0.1622266981430399,-0.011070228713139793
6150.0,39,40,-0.0044483605820056,-0.0073011552556778644
6200.0,39,106,-0.1598332334061057,-0.015635947190540702
6200.0,39,40,0.0190600537750701,-0.013033341801448082
6250.0,39,106,0.1318311745887813,-0.016261425119572966
6250.0,39,40,-0.0451898999705659,-0.00861075894196647
6300.0,39,106,0.0874501696649064,-0.012905649247297
6300.0,39,40,-0.009081728504955,-0.007327708731178957
6350.0,39,106,0.1413284922487346,0.014309634755069266
6350.0,39,40,-0.0037902477006664,0.009425595431871502
6400.0,39,106,0.2303066549653404,0.01258551109523369
6400.0,39,40,0.0028266296210202,-0.0005380422814324996
6450.0,39,106,0.0720542806213935,0.003652733814620909
6450.0,39,40,0.0185630099976539,0.011682417872455645
6500.0,39,106,-0.1586863916559716,-0.009281743959735633
6500.0,39,40,-0.0001580248126882,-0.005001853581332935
6550.0,39,106,0.241401503305221,-0.01029659568161202
6550.0,39,40,0.0211734627309844,0.008472859102478261
6600.0,39,106,0.1998678242837944,-0.009320485033300492
6600.0,39,40,-0.0152332107076376,-0.002762614611638268
6650.0,39,106,-0.1368480108666778,-0.0029936079799925868
6650.0,39,40,-0.0159839608594278,-0.009640366221152791
6700.0,39,106,0.1772081285305526,-0.007319778940193784
6700.0,39,40,0.0143108515529884,-0.0024567198992367658
6750.0,39,106,0.1949186590478088,-0.0012741571760999056
6750.0,39,40,0.0428218749054975,0.018053813171598928
6800.0,39,106,0.1294931784549541,-0.009301985173278989
6800.0,39,40,-0.0064725691917131,-0.00673982029048558
6850.0,39,106,0.2090458721326604,-0.002149911705615219
6850.0,39,40,-0.0102166822834318,0.006026032019184599
6900.0,39,106,-0.1787703858940589,0.009565647620280213
6900.0,39,40,-0.0056218244930613,-0.006982003535993127
6950.0,39,106,0.1740233851240133,0.008861075417003922
6950.0,39,40,-0.0081026408516054,0.006171923377638404
7000.0,39,106,-0.1573289142618599,0.011771718159467578
7000.0,39,40,-0.039229802896751,0.00933847728650166
7050.0,39,106,-0.1777957215231638,-0.012359158193669374
7050.0,39,40,0.0284875715604489,0.014527818049232843
7100.0,39,106,0.1637993370438833,0.01407487052268399
7100.0,39,40,0.024120602271467,-0.01520607111102365
7150.0,39,106,0.204879104242881,-0.005674110056980204
7150.0,39,40,0.033133812707342,0.004254078812536465
7200.0,39,106,0.1580659966565878,-0.007443152744923732
7200.0,39,40,-0.0140041216534279,-0.005397047743789975
7250.0,39,106,0.175573550510849,0.014348920807238725
7250.0,39,40,-0.025160870503633,-0.014320254813135326
7300.0,39,106,0.1544373669902991,0.008857164649288889
7300.0,39,40,-0.0329195095496336,0.009902463752661583
7350.0,39,106,-0.1685576831672141,-0.008156132267937339
7350.0,39,40,-0.0374905830563303,0.015248532220832972
7400.0,39,106,-0.240369457089304,0.0024289517516426144
7400.0,39,40,-0.0209421193637626,-0.012000178647425664
7450.0,39,106,0.1403477719400905,0.009971359195311119
7450.0,39,40,0.0177153577607651,0.015227170131003331
7500.0,39,106,-0.2232342399719681,-0.010992704483052708
7500.0,39,40,-0.043299558647382,0.01619410463570254
7550.0,39,106,0.1161339931166279,-0.004120561758966535
7550.0,39,40,0.0051737354990075,-0.008384717501678745
7600.0,39,106,0.1397768798525125,0.008287990711985214
7600.0,39,40,0.0134960984318702,0.011122261063453294
7650.0,39,106,-0.1371640830378262,0.011536507876299718
7650.0,39,40,0.0166671303443625,-0.01581871900028621
7700.0,39,106,-0.1383614107552989,-0.013776826784328294
7700.0,39,40,0.0207243077353406,0.011415546920617666
7750.0,39,106,0.1302993420264663,-0.0038518214648194807
7750.0,39,40,-0.0235062570956975,0.01833174858176317
7800.0,39,106,-0.2195009568101802,-0.008316774687046056
7800.0,39,40,0.01402534839472,-0.0064068032374523295
7850.0,39,106,0.1755370257298575,-0.011160923415875948
7850.0,39,40,0.0329957806326417,-0.014950392617587143
7900.0,39,106,0.2093639633067061,0.0024009062740791144
7900.0,39,40,-0.0056096395032044,-0.005381355644092957
7950.0,39,106,-0.2154895363018034,0.009906495052688398
7950.0,39,40,-0.0188634586454177,-0.011283025463767735
8000.0,39,106,0.1209887922863062,-0.013242462368747014
8000.0,39,40,0.0372877287751584,0.017525692146314827
8050.0,39,106,-0.1808860495042828,0.011102709029448602
8050.0,39,40,-0.0201543831464317,-0.010070554821341966
8100.0,39,106,-0.2146401770882183,0.005046055690561992
8100.0,39,40,-0.013488815806661,-0.0027394530599078155
8150.0,39,106,0.1761186087577654,0.007974780456286218
8150.0,39,40,-0.0349994761319536,0.013427786662847706
8200.0,39,106,-0.1381977397241566,0.012110183297069983
8200.0,39,40,-0.007608478078926,0.005057819363992942
8250.0,39,106,0.1497716853864762,-0.002868556685399235
8250.0,39,40,0.0432143449362423,0.02768668457888088
8300.0,39,106,0.1424025471783525,0.007700951349030771
8300.0,39,40,-0.0198740999546673,-0.006743439863747736
8350.0,39,106,-0.16164308166795,0.0079676896124617
8350.0,39,40,0.0250006114930565,0.005211044986590631
8400.0,39,106,0.1382217399393199,-0.009331797272031362
8400.0,39,40,-0.0276203059437365,-0.018757525206356433
8450.0,39,106,-0.2166681713761711,-0.008574692111267618
8450.0,39,40,0.0174253944058574,0.004048530725626079
8500.0,39,106,-0.1915005286044564,0.0003918471601356863
8500.0,39,40,0.0061124742840053,0.0022865172519776697
8550.0,39,106,-0.1509510814106401,-0.008084353178037493
8550.0,39,40,-0.0310507143485823,-0.024744307967522375
8600.0,39,106,0.1578791492682599,-0.00918940503943174
8600.0,39,40,-0.00807151497465,-9.823167420332474e-05
8650.0,39,106,-0.1482404505377252,0.0041059409457055735
8650.0,39,40,-0.0342188128466778,0.012816598392242992
8700.0,39,106,-0.1959911646316442,0.012806002374985826
8700.0,39,40,-0.0386276043855147,-0.011100122636999112
8750.0,39,106,-0.1192358197958842,-0.011153252622164421
8750.0,39,40,0.027362108968607,0.013474613636909966
8800.0,39,106,0.1470641049593288,-0.0063878000167045335
8800.0,39,40,0.0189147145239646,0.012959287323036061
8850.0,39,106,0.1799811792975126,-0.00800901098937478
8850.0,39,40,-0.0058492660877788,-0.010319405215650833
8900.0,39,106,0.1564173284600723,0.00871329998334655
8900.0,39,40,-0.0195921984977828,-0.014304371256941487
8950.0,39,106,-0.1790870821220289,0.012005809131375523
8950.0,39,40,-0.0384054848678986,-0.0255546820798393
9000.0,39,106,0.1134459203680486,-0.007957982586328885
9000.0,39,40,0.0022195374075168,0.008941538341390332
9050.0,39,106,0.1679299437089809,0.0006429417744825871
9050.0,39,40,-0.0194634889997487,-0.005781379253908753
9100.0,39,106,0.1641058729069953,-0.0086505691732635
9100.0,39,40,-0.0348640653552113,-0.012201172001269285
9150.0,39,106,0.0988821278558556,0.008831132845551306
9150.0,39,40,-0.0488157137745021,0.01751284740494033
9200.0,39,106,-0.0938805899358215,-0.0038192993587881792
9200.0,39,40,0.0165639360745572,0.018029417561446114
9250.0,39,106,0.2079484516963755,-0.003075914030674924
9250.0,39,40,0.0290280401901578,-0.013111392605898397
9300.0,39,106,0.1774707731738505,-0.009657794905088
9300.0,39,40,-0.0285640979639195,-0.010525758154118714
9350.0,39,106,0.0953028971492837,0.0060802053502258145
9350.0,39,40,0.0145023832148863,0.007363839055033899
9400.0,39,106,-0.1685347863556447,0.0019049074200485619
9400.0,39,40,0.0234402877653752,0.011329036774730347
9450.0,39,106,0.2364386171810769,-0.009697567709028364
9450.0,39,40,-0.0055843875739852,-0.003122223169463224
9500.0,39,106,-0.1153809917264344,-0.011592420289871841
9500.0,39,40,-0.0312235365854133,0.013331411598483462
9550.0,39,106,0.2088029991864008,-0.010354401114717832
9550.0,39,40,0.0185597221362675,0.00931456496114134
9600.0,39,106,-0.1493932615694153,0.012112208396369976
9600.0,39,40,-0.0105590746111743,0.01915811538316086
9650.0,39,106,0.1448434258430176,-0.0098231491225051
9650.0,39,40,0.0066126328387865,-0.0033998221882355403
9700.0,39,106,0.2179998802058418,0.006468554101939518
9700.0,39,40,0.0271396455670853,-0.017618474744054844
9750.0,39,106,-0.1598533610654087,-0.0009729682711390078
9750.0,39,40,-0.0663061327482264,0.010488291235038324
9800.0,39,106,-0.161769003473754,0.0008795844750605147
9800.0,39,40,0.0339694549984234,-0.024683907098700504
9850.0,39,106,0.1176188944954078,-0.008524673887306392
9850.0,39,40,0.0463919093751818,-0.013268102842236265
9900.0,39,106,0.1858254822154671,-0.006477329829549447
9900.0,39,40,-0.0121760632399057,-0.011527627505415913
9950.0,39,106,-0.1628373100715449,0.003719276052950056
9950.0,39,40,-0.0060702562376885,0.0032902084502202424
10000.0,39,106,0.1751286458987375,0.008455037698982409
10000.0,39,40,0.0453327577505468,0.009120238726434025
